strategyId,strategyName,strategyFamily,status,identitySource,sourceType,direction,timeframe,evidenceLevel,evidenceCompleteness,evidenceArtifactCount,tradeEvidenceAvailable,workflowRunId,failureCategory,failureSummary
strategy_version_f8cc3b3443785f8ee518a1a2580d4ee8351a91a6cf3fb066154da5478aa3bae2,4H 牛市恢复收回 ATR2.0 持有36 · 自动优化 1/3,event_4h_bull_recovery_atr20_h36_v1,archived,registry_version,bounded_auto_optimization_v1,long,4h,2,0.0,1,False,workflow_run_08e3e0e4dd4231dc1a2940a57e44276bb30a1cdddf91671f971a464961a92466,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_90b5ec579c9a9de31b451f180ba3090761515819d60d58fe9f9651e9c59cea3a,15m EMA20 回收反弹 ATR1.4,short_cycle_15m_ema_reclaim_long_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,long,15m,2,1.0,1,False,workflow_run_927a303d1540b91fd24736782b0ad40128846fcc32e80cf0b3f62b8af135513a,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_56a0c46b8d1d62badb98d2e0801d00f8978599cac284778a30bf58ab960005d7,15m 趋势动量延续 ATR1.4,short_cycle_15m_momentum_continuation_long_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,long,15m,2,1.0,1,False,workflow_run_0e76903799cf9a6829ad1eded1ec59146bbde575d3d352dc26926d2ba14f2807,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_af60f98c20f23db4a5e0c651fa7090401abf1a98950a6e4b3026c66e7ba591b3,15m 跌破放量延续 ATR1.4,short_cycle_15m_short_breakdown_momentum_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,short,15m,2,1.0,1,False,workflow_run_51b92b1c55c8d42a62f63a6d9d2073bcca476b0530e63494229051bc90f070af,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_cc234c31716b9359905692f57d1f79d78738af680ea1bb49aada9b1f33f55242,15m 上影拒绝回落 ATR1.4,short_cycle_15m_short_rejection_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,short,15m,2,1.0,1,False,workflow_run_31cf5533b27ffb6bb338170ade210bc857cc06866df506248efe5b7e51cd0d17,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_44d8fd5fbe79f93368e8705472634fb9f011edcd8715c95004514cc861518c43,15m 低波压缩突破 ATR1.4,short_cycle_15m_squeeze_breakout_long_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,long,15m,2,1.0,1,False,workflow_run_c7cef3851bc21d91450b2c94d680fe40ea80e19c63b1453688bc07210f5ab703,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_43859382282f4cdeb65b2c03a88bed89d22be7de22d232792ef8192805c27313,5m 放量突破延续 ATR1.2,short_cycle_5m_breakout_volume_long_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,long,5m,2,1.0,1,False,workflow_run_2001e512b950b1cc939355974162b72a56bab55f9353109c5b3ad5c118ca4e20,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_a0b6083231c6de31c893bc8033603f51ed6414e86c0c28f44ac5362b4ef18008,5m EMA20 回收反弹 ATR1.2,short_cycle_5m_ema_reclaim_long_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,long,5m,2,1.0,1,False,workflow_run_f7bf3bd9345ea13db3ab64356638ef77a8e9cc16fceaf079eeac17cb4a81625d,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_efdfb8d728ab2c36e846f1773c6d5bd524c39c28c9bc05b009abcfe1d7cd5122,5m 极端超卖收回 ATR1.2,short_cycle_5m_mean_reversion_reclaim_long_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,long,5m,2,1.0,1,False,workflow_run_bbd93ee875a3865f8fe0fc2c310ddc4f229a198e3f66442a3bbfd2cc4e0a4bed,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_b5058256b2435926a06fb8f360a0891a57b1983d755029ae51185378156dab7f,5m 跌破放量延续 ATR1.2,short_cycle_5m_short_breakdown_momentum_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,short,5m,2,1.0,1,False,workflow_run_2e3ddb4708bafb29d9f449ac21217abb940c5bf31c3956f763b79a96de64a117,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_e941bd5162ebef4bae97bc3340750898cb8c036021c37c5a3ea0547ac60d6da9,5m 上影拒绝回落 ATR1.2,short_cycle_5m_short_rejection_v1,archived,registry_version,short_cycle_candidate_pack_v13_27_3,short,5m,2,1.0,1,False,workflow_run_b59fea6b3a76673ac63ba266887fa07d273760ce4f3b6de825c5cec880ee2e34,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_051d770d30bfa1d65580a44b4dd73a6527e9ea681531c2449d9cc1f0bc7fd5a8,15m 假突破弱趋势反转 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_f15fb3379bf261d81c07cc22ca03b0eb30cfabd9c8007fc2432d1ae2589123b5,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_102767c170500ec47b51538c17deea4e3e96950cb8ebd47611079424e8a8d526,15m 假突破弱趋势反转 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_6e270600a75c0108bdb66313552c994d616bbf2676cc50d102897bfb69a624fa,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_49287f463d315ea22e9c6636e0e9096169b01e5cbf9361a6befd7807a618d3d2,15m 假突破弱趋势反转 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_05fbd8eef45c953ece2deaaa310a518e07a2661521a3b545195156c6eaeeb178,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_4b3df3cc6fd3deac9ab6c8031620c09adbf238f315b8a404eab50ab57ef32ed8,15m 假突破弱趋势反转 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_5c8e61a180e50c2b04183c4c4c180db2d7e2255cf02018643fcbd0781a57a8bd,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_57dfa8d5b1d318e25add2c2e310435cc5bfd03aa8c574907a3c877f66ab41527,15m 假突破弱趋势反转 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_d6dd3b7bf4eae3f3316dd303fdf56ff6e1fea51e3814fbfc433437b216dd4aa2,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_5f27f24019c5fff46eaf083dc5a57c78029afb8f3c8fe3bab4f3dbe3093a8785,15m 假突破弱趋势反转 因子后继 ATR1.2,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,event_window_research_eligible_pack_v13_27_17,short,15m,2,1.0,1,False,workflow_run_bfa6774c387609b7c1356d5bba336453d7c15d48de4fae7c078b096325b1dd60,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor"
strategy_version_a92bde6bb51629d1f7c5d74017594a46e9ee593dbe525412b89e6c8be24147ec,15m 假突破弱趋势反转 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_75278855ee465dd1d4892270d8c66c3e1e9139f0edbb670ffd6c189363447f43,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_b6255a41f413596f115dca1be2b5f3009316daffda063bf8d6a5a92ad085005d,15m 假突破弱趋势反转 因子后继 ATR1.2,short_cycle_event_15m_failed_breakout_factor_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,15m,2,1.0,1,False,workflow_run_a4ba62a0c8e910c96d4172713685ed442eabd758fc3e9b99d41936e84a9a458e,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_0acc80e3066795e4e60ce7f1f6e515e44a5dafec72206a70b5ddf31a0caab6fa,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_e9dcf9361898d10e45105214f1896447c40d2613f04bd114f8a8d8eff050897e,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_42ff5a0967ca0cbc4c0840c5eb29bd5010694ac3c33ac432e9126e75e0125b83,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 · 自动优化 1/3 / structural redesign G1 / structural redesign G2,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_84379e5cc72a5b1e59cee01fa5d4c04a2602d7fec76ff70ff13c641175b4eef5,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_5949f992c2c59cd58b8d2e8de59d0506a55dbb18170c583c77baa67e9f0f60c1,15m 弱势回抽市场斜率确认 因子后继 ATR1.2,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,event_window_research_eligible_pack_v13_27_17,short,15m,2,1.0,1,False,workflow_run_03dd470831e0dbf4ca8d1671a07ce731ad3e3a99690f5efe110d4153714b2285,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_70f43cd7f1dcb5f78fa7affb316a847e28532df2faff1f6377954bd9eb2210eb,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 · 自动优化 1/3 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_1fea69e43a977ed58ca2b4eb8ebcab336e53b126e7ceca64ba983f00cfa6b716,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_7648bdf27d09229957e4021b46696ad28962e61ac9a7deec0bfe2145895e0440,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 / structural redesign G1,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_dc3f592a02413e2c2f837d38fcd0cae3f8c97dd355df33bdce9a2b3a2a4d1e0b,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_8506420e16871fe6bb9802534a11ab73aed3ede36439f51647194c09be06f3d6,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,short,15m,2,0.0,1,False,workflow_run_5468484eb0632c98a0254ca8ffd941327cace1535bfbf5d48a883e6bf2431b2e,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_b8838dd313b08b205fcfbf6ded95119d2b7f0eacbf2164b024159de0448f6729,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_d613e4fa4d01e2cfa244a7172db28235e62f4168c8cbdaad095f491d890f89fc,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_d8dcd3fe385e3e58f78a78920dca6045a14d5136143f0cb035209c534bd4f09a,15m 弱势回抽市场斜率确认 因子后继 ATR1.2 · 自动优化 1/3 / structural redesign G1,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_e472facbede6c0f3c6fc40e00ea606b2ab626c80631d103317335a58e90c3741,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_f97cf619cb9d530813b0121699e0f0e8e5cac398c1eb2755887ac38f9d74d371,15m 弱势回抽市场斜率确认 因子后继 ATR1.2,short_cycle_event_15m_failed_reclaim_factor_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,15m,2,1.0,1,False,workflow_run_f676e0bafbdf1616c414632f81141f3ac769834c63ba583b312f6477474b0eaf,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_2debfaffad01ab223bc4382eb2dc40b925b8275ff98cfaf1fdee9ec3ee213533,15m 弱势回抽区间衰竭 影子候选 ATR1.2,short_cycle_event_15m_failed_reclaim_range_shadow_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,15m,2,1.0,1,False,workflow_run_33b7759b97153c0f029b63f53548ffe038116e4b1745c402d7a121e5744baabd,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_600ecd1594f83b9f368cd6f87b4d261aa4fa1972dd06cbd407943db6dcca5946,15m 弱势回抽区间衰竭 影子候选 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_event_15m_failed_reclaim_range_shadow_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_6d2ae48820fb504c5a48b7d35b184d81b7de86109494b9baf03c0708b3653627,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_7b0f055c5cf13d5680a9fef3889080f38138700e0701c779b05f36f3acdae4a7,15m 弱势回抽区间衰竭 影子候选 ATR1.2 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_event_15m_failed_reclaim_range_shadow_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_3a9c39a735d036f17b9d4c2655f46d0f762af80aac4bfd1afb033c2bfa725297,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_7f46ed77e59d22ffa4d0fa87faf504afdcc0e008f27d9af19c4cb3f2ab0df34e,15m 弱势回抽区间衰竭 影子候选 ATR1.2 / structural redesign G1,short_cycle_event_15m_failed_reclaim_range_shadow_v2,archived,registry_version,bounded_structural_redesign_v1,short,15m,2,1.0,1,False,workflow_run_811ee4c5eee5039a76de4a6f2552f0048b43653f02f15276275e4780265e8c6f,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_478f9f11defb41a12d3422e919a786c410331a2e623c5fe6106771b90d883cdf,15m 趋势回踩波动环境确认 因子后继 ATR1.2,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,15m,2,1.0,1,False,workflow_run_2def0ea858cdca7d8c6ba9e2f272a0a51e5e0445af5f1baa3d4438564902c9ba,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_66e6438416f92c8ffd1d81825ebc346cef2e2d1126c06aec40edcad669a48f82,15m 趋势回踩波动环境确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_c3bec0ac12ad9b43131c5786f81e133de96ee557d1de469d3faa528c27042edb,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_8a06606fc225797dae5372f3255dd523886318e34db2712f39be08eca5ebe7cb,15m 趋势回踩波动环境确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_f6ffc8dfff7d2083c36ecd344af285504b020c5fd52e0299586febfb7a2adf0d,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_b1f6e99e039ff58696a1995b281f9909971f165f33d3f9b9c0f7f88a2037a4f4,15m 趋势回踩波动环境确认 因子后继 ATR1.2 / structural redesign G1,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,bounded_structural_redesign_v1,long,15m,2,1.0,1,False,workflow_run_0af2812c62fcf6141a5f4b1fe4d6da0f15d92445fbb9c9129a9daa1a29dd99d0,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_d481c4d476b7157aab07300ddb2d88b0263826a676157229d1c5979c0f649052,15m 趋势回踩波动环境确认 因子后继 ATR1.2,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,event_window_research_eligible_pack_v13_27_17,long,15m,2,1.0,1,False,workflow_run_35dc3ddc2029275ae25d36d5df4eac7198f0937c7288bfb221f15972b71026be,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_e54c6d21101670f4035a95cc288935478405df861927c1913f85d66ba7e7ba12,15m 趋势回踩波动环境确认 因子后继 ATR1.2 / structural redesign G1 / structural redesign G2,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,bounded_structural_redesign_v1,long,15m,2,1.0,1,False,workflow_run_c2755847465fb07dad06bdeaf16a89b4b22ea4fdd78f1b59dfd6654869883598,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_f57167df0733f842693266e35e7e53a11a23481b210fc061dd09ab9b472a6cb6,15m 趋势回踩波动环境确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_trend_reclaim_btc_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_68f260a6aa7b2e8cc0818ee50b6478679dc478420225e96e2de53451613d45d4,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_0f34034aa483a51e8661fc52f21b07fcdc66721ddf6e34ac71af1a5bc9defba8,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_4b81f641822922aba829d0961641957ca7adbb3794cb8752d2fb188b7200b37a,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_268f0e725a029dfdb7af12f0e8da945783b93d8d64b939ca24ff5becf71e58c0,15m 趋势回踩双趋势确认 因子后继 ATR1.2,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,15m,2,1.0,1,False,workflow_run_2565be273562fb969e415a6cbb307d9692c3e5107458d81b20e61fa2edbc80b4,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_6211d730e6b05cd8bc673fd471033c98853d51455f2bfdc3dfca889f413737c7,15m 趋势回踩双趋势确认 因子后继 ATR1.2,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,event_window_research_eligible_pack_v13_27_17,long,15m,2,1.0,1,False,workflow_run_c4037318ac1f62d42992bb6cf1f0c23696285812577a693ebf49f6a8f1c08a7b,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_6f3bb58158a5453e2783f0669fb58036e8f01c9092e0d7e2023488bd05f501dc,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_b6581956d47519939ad4e865301396efb2930e51eef4d8551f124814499c5473,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_7b6b7d5a43b8eceb1b328d96d6ccb3463534000907ca38508204b0cabe283def,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_446db9adb162b0f3244cf778481559b6da2d27ba14b3bff23c7d0af852d07459,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_ba474ee29787b274e3061b23954bf9de5fb34559603cae672407e34e4cc7280b,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_98ec4d646741af912887373f960830dd5e40125cde83eeb645be2e6fda0c9f49,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_ef3ff0b839aeab7c2337a19223bd80816791ce64a73414db41a1e4fe93fd1c32,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_3f556f7f85c70a75d57bc1f72526795b3bd766a18a4f20c6e0e4b5f6a34642e1,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_fdac04218117704b3b58f5479d97e318a844460082ac08c96eddd464b99e5f9d,15m 趋势回踩双趋势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_15m_trend_reclaim_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,15m,2,0.0,1,False,workflow_run_19087426ab3061b2ad4199b5f1242d3b49b24a4db15b903ac8f9c0c3aba4fc23,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_26aeb30fb49c410273164169fe7f3378df9b42ddcb63f32a84b8f22620b156aa,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3,short_cycle_event_1h_breakout_retest_btc_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_39c6f7e8008e227c3321263b8b553e442aeddaffe86fd11989cd8f81f2febb72,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor"
strategy_version_7f42ff1f4e210f740b33bbe8a2145650f7921e043bce5a49338038be7c7f22e5,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_breakout_retest_btc_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_7b43a2fd831c4da9a388849089409818b45f0d6a1cd469609df5607ffa9dd30a,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor"
strategy_version_912e6c76fd9be3a157110cfd841138b89e35bfdc02fb31fd88de5b0465dd52e3,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2 · 自动优化 1/3 · 自动优化 2/3 · 自动优化 3/3,short_cycle_event_1h_breakout_retest_btc_factor_v2,archived,registry_version,bounded_auto_optimization_v1,long,1h,2,0.0,1,False,workflow_run_0dc2bec1c407adbc623642ae43ab3f6ff080557257a2365c21fcaae313e0ad4e,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor"
strategy_version_a2c0736f1f1de60ef2e571761970cbf64c35688ebc4631c55c2dc6570a557778,1H 突破回踩 BTC 顺势确认 因子后继 ATR1.2,short_cycle_event_1h_breakout_retest_btc_factor_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,long,1h,2,1.0,1,False,workflow_run_db810a474453ca1fa472c8db2083d8b3c0acdbb144594059b0b428898b4dfa6d,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor"
strategy_version_90f1a74648f04518ca30c859e03df33eacc3319729dd57666d48ca0a98214635,1H 假突破事件窗口反转 影子候选 ATR1.2 · 自动优化 1/3,short_cycle_event_1h_failed_breakout_shadow_v2,archived,registry_version,bounded_auto_optimization_v1,short,1h,2,0.0,1,False,workflow_run_d8fdc9865d85d0ca596408f4fe03d3a9f1500da920f268121cfa64a4cf11d988,strategy_performance,"Backtest gates failed: selectionCostStress, selectionMaximumDrawdown, selectionMinimumProfitFactor, selectionPositiveAverageNetR"
strategy_version_bf40d520f3d5377369e26011ab0fd5e407a2467bdd988f850e31c48c92c87d82,1H 假突破事件窗口反转 影子候选 ATR1.2,short_cycle_event_1h_failed_breakout_shadow_v2,archived,registry_version,cross_timeframe_research_pack_v13_27_18,short,1h,2,1.0,1,False,workflow_run_f38e69bf3c023e07c3338ed81bf9ced0c8873e23cf322c08b6f192ffac3a1df0,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_f43f35d8b888e5ba4c4547c64ab694f05ae154efb87f4a1e54079acca262acd1,1H 假突破事件窗口反转 影子候选 ATR1.2 · 自动优化 1/3 / structural redesign G1,short_cycle_event_1h_failed_breakout_shadow_v2,archived,registry_version,bounded_structural_redesign_v1,short,1h,2,1.0,1,False,workflow_run_71f2667dd012363b272fad65a6bd8f25e36b76873d1fbede72672aa44d20f478,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
